"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(FTM)","Value_OUT(FTM)","CurrentValue @ $2.92/FTM","TxnFee(FTM)","TxnFee(USD)","Historical $Price/FTM","Status","ErrCode","Method"
"0xd34b53a3166a4add523c78754f2b341430513f70d27e0f597c72732ad704ac43","4768771","1619827539","2021-05-01 00:05:39","0x2e3dab89a118412bd43d24ef8bd7cdeaf0d2d123","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0.001","0","0.00292","0.000191031841","0.00055781297572","0.81","","","Add Liquidity ETH",""
"0xff79a1052e0f2e06eb8484e57c846e30fdaf75be6c494ed517569e2cac415ad6","4768773","1619827540","2021-05-01 00:05:40","0xfb99a486d8529223b2f1f6b5de3333ee679959cd","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000203291","0.00059360972","0.81","","","Swap Exact Tokens For Tokens",""
"0x7b3544c984ac93e49e52a3be84cf08332624615c4a88d581e755b07d895b3374","4768784","1619827547","2021-05-01 00:05:47","0x82561def6992154a4e36a9442060408376379899","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000246854","0.00072081368","0.81","","","Swap Exact Tokens For ETH",""
"0xd548e9530616c0d04da37738d5181a7ae6f524577bd81cc48698d5c3136a645e","4768791","1619827554","2021-05-01 00:05:54","0x852a6225659a55e4cf13ee272946d4baf3614654","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000167828","0.00049005776","0.81","","","Remove Liquidity ETH",""
"0x44252d4ababb3829e691218b9ebf1b0c5786781c764a21f5285d7ab982f00023","4768797","1619827560","2021-05-01 00:06:00","0xeac9360f031c9702a6b6590adbe9e2015b663ec0","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000212486","0.00062045912","0.81","","","Swap Exact Tokens For ETH",""
"0x3395030e08622938f1994693124daa949e7b40871da3ab38a5a87475e855098f","4768806","1619827567","2021-05-01 00:06:07","0x82561def6992154a4e36a9442060408376379899","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","126.813609298460299762","0","370.295739151504","0.00024265","0.000708538","0.81","","","Add Liquidity ETH",""
"0x4d07bce9c009524cafd240fab0575faa4b17d51fd6b34720de18055a0df5dade","4768912","1619827647","2021-05-01 00:07:27","0xaa064411f09cd370a0eaef8ca7e570ea75145ca8","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000166371205","0.0004858039186","0.81","","","Swap Exact ETH For Tokens",""
"0x3fb340d46d26c84f58bcef40cc43afa41af999f9a4f9ebfb9736b1217b83d8fe","4768919","1619827653","2021-05-01 00:07:33","0xaa064411f09cd370a0eaef8ca7e570ea75145ca8","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000154502348","0.00045114685616","0.81","","","Swap Exact ETH For Tokens",""
"0x2b28e2dbcc20e9dfb9ab4242b43d25c948ba34eac6359d8bccea1ed4fb2b50c0","4768925","1619827657","2021-05-01 00:07:37","0x4e609a968abeaaf866fde46a400847a9462f5931","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","0","0","0","0.000222657","0.00065015844","0.81","","","Swap Exact Tokens For Tokens",""
"0xf3b95db25d5e4b0e9874d54d1a4e265ee9239dbfc2bcc1f7c16872e8e1a92d29","4768928","1619827658","2021-05-01 00:07:38","0xaa064411f09cd370a0eaef8ca7e570ea75145ca8","0xf491e7b69e4244ad4002bc14e878a34207e38c29","","1","0","2.92","0.000153764611","0.00044899266412","0.81","","","Swap Exact ETH For Tokens",""
